nome_filme,autor_comentario,nota_comentario,conteudo_comentario
Tudo Pode Dar Certo,stefanojosef,2.5,"Simplesmente genial!!!! Estamos na metade do ano, mas com certeza esse filme já está entre os melhores do ano, Woody Allen com todo seu brilhantismo em diálogos bem construídos, reviravoltas na trama, e um protagonista que o representa em sua essência, inteligente, sarcástico e rabugento.Destaque não só para Larry David como para seu par romântico, representado por Evan Rachel Wood, em atuação que dá ainda mais brilhantismo ao papel do protagonista.Altamente recomendado para quem aprecia uma comédia inteligente e o estilo Woody Allen de ser!!!"
Tudo Pode Dar Certo,Deyse Montenegro,2.5,Um dos melhores filmes de 2010 (até agora). Os diálogos bem humorados (secos e sarcásticos) dão um toque todo especial ao filme. Diferente e interessante - o filme ganha você após os 5 minitos. Vale muito a pena.
Tudo Pode Dar Certo,Patricia V.,3.0,"O Woody Allen muitas vezes acerta. Porém, algumas vezes erra. Esse filme, para mim, foi um exemplo das vezes em que ele errou. Claro que não é um filme ruim, porém passou longe de mostrar o gênio que é."
Tudo Pode Dar Certo,Matheus S.,5.0,Filme genial. Uma crítica engraçada e inteligente àqueles que passam uma imagem daquilo que não são e vivem em busca de reconhecimento de algo que não possuem. Ao mesmo tempo o filme é leve e sarcástico. Excelente mesmo!
Tudo Pode Dar Certo,Alegria,4.5,"...Muito bom, não só pelo sarcasmo e conteúdo dos diálogos mas pela crítica a sociedade e o modo como mostra que é na essência de cada um que se encontra a felicidade e a satisfação. E os personagens só descobrem isso quando se libertam um pouco da sociedade que os ""prende"", o que me lembra um certo filósofo alemão bigodudo. Muito muito bom, pra mim um dos melhores do Woody Allen."
Tudo Pode Dar Certo,patriciamf,2.0,"Diversas opiniões sobre o filme. Achei todas elas interessantes. Se falarmos de fé cristã, com certeza o filme não é bem quisto. Se falarmos de inovação e de modernidade do mundo atual esse filme é bem prafrentex ( como diria minha avó). Eu gostei muito do filme, um filme com humor ácido, as vezes meio chocante, mas muito interessante para refletirmos e termos essas discussões diversas como temos aqui sobre o filme.Muito bom."
A Invenção de Hugo Cabret,Estevan Magno,5.0,"A magia do cinema retorna ao cinema e à Hollywood com essa obra prima da sétima arte. Hugo Cabret tem o poder de chamar a atenção pela linda qualidade em tudo, o enredo é perfeito e se desenrola lindamente, com muitos efeitos especiais e um uso perfeito e jamais feito do 3D, a trilha sonora é outro ponto forte desta película, conta com músicas e canções de se apaixonar por todos os personagens, a direção sempre minuciosa de Martin Scorsese que dá qualidade a qualquer filme, uma ideia e apresentação incríveis de roteirista e editores. As atuações de todo o elenco são esplendorosas, sem tirar nem por. A história de Hugo, é incrível afinal é a história do cinema, ao conhecer o aclamado diretor de cinema Georges Melies ele descobre que sua vida está ligada diretamente em ajudar esse cineasta, neste até mesmo um robô exala sentimentos. De eriçar a nuca, se emocionar, se deliciar, e principalmente aclamar este filme que merecia uma receita maior do que teve, merecemos e devemos agradecer a um verdadeiro rei do cinema, Martin Scorsese, um homem, uma mente, e um coração que descobre a mostra mundos para os meros humanos. Deixe viver e chorar em Hugo, não venceu o Oscar, mas não foi preciso pois conquistou o coração."
A Invenção de Hugo Cabret,Pati Lima,5.0,"Uma linda história, tipo de filme inesquecível... Não é qualquer um que curte o filme, mas ele repleto de magia, um clássico!!!"
A Invenção de Hugo Cabret,Leonardo d.,4.0,"Homenagem aos primórdios do cinema mediante o uso genial da nova sensação tecnológica da linguagem, o 3D. Scorsese não envelheceu, ou envelheceu com a sabedoria e a nostalgia saudável de quem consegue se adaptar aos novos tempos."
A Invenção de Hugo Cabret,Loo,5.0,"Uma obra fantástica, que como já dito na critica do membro Lucas Salgado, não se pode encaixar em um gênero em particular... Uma belíssima obra que realmente não tenho palavras para descrever, conta não só a história do Hugo, como também a de outros personagens fantásticos, mas o foco principal da obra realmente está em apresentar um pouco da história dessa incrível arte, o cinema."
A Invenção de Hugo Cabret,Miguel Neto,5.0,"FAntástico, o filme inteiro é repleto de magia e perfeição técnica. Pura poesia, já virou um clássico."
A Invenção de Hugo Cabret,Um visitante,5.0,"Um ótimo filme de infanto-juvenil de drama e aventura. A história é muito boa e conta com ótimos atores. Além disso, uma característica interessante do filme é que ele conta um pouco da história do início do cinema, coisa que a maioria das pessoas não sabem.Leia a minha resenha completa no link abaixo:"
A Invenção de Hugo Cabret,Bismark L.,4.0,"Confesso que não esperava tanto deste filme, apesar de saber que o filme de Martin Scorsese venceu 5 Oscars, algo não me chamava tanta atenção assim. Eu estava enganado, pois fui surpreendido com uma bela história, com cenários incríveis, com uma imagem linda, onde nem todos os filmes tem e uma das maiores fotografias do cinema, onde lhe rendeu um Oscar. Quando terminei de assistir, fiquei surpreso comigo mesmo, pois não esperava tanto!Hugo Cabret é um menino pobre e Órfão que vive entre as paredes numa estação de trem em paris. Quando seu pai morreu ele ficou sobre os cuidados de seu tio alcoólatra que acabou lhe dando um trabalho, manutenir o relógio da estação.O pai de Hugo antes de morrer lhe deixou um Autômato, uma maquina de escrever em forma humana. Hugo acredita que esta maquina tem uma mensagem de seu pai, só que pra ver, ele tem que consertar esse Autômato. Então Hugo começa a roubar peças em uma loja de brinquedo que pertence ao Papa Georges, um senhor que fica surpreendido ao saber o que o Hugo pretende. Então começa a rolar um mistério, por que Papa Georges se interessa tanto no Autômato? O que ele esconde no passado?  É ai que a história começa.Quando terminei de assistir ao filme, fiquei surpreso, pois ele se trata de outra história, onde o Autômato não é o foco principal, mas é muito importante sua participação, inclusive o titulo nacional engana muito bem!Confesso que não li o livro, então não sei se o filme é totalmente fiel á obra original.O que mais me deixou encantado no filme, foi sua fotografia incrível, uma das melhores que eu já vi. A fotografia deste filme é tão incrível que acaba virando um personagem do filme, sem ela acho que não seria a mesma coisa, não teria toda a magia da obra de Scorsese!Quanto ao roteiro e outras partes técnicas, são muito boas, os efeitos especiais não é grande coisa mais é o suficiente pro filme.Hugo Cabret é um filme pra ver e rever, apreciar, aprender e se emocionar, com personagens cativantes como Hugo e se irritar (No bom sentido) com personagens como Station Inspector.Nota: 8.6"
A Invenção de Hugo Cabret,Um visitante,4.0,"Uma belíssima homenagem de Martin Scorsese às origens do cinema. A transição entre a primeira metade dickensiana, e a segunda, quando o roteiro, na pessoa de Méliès, homenageia os primórdios do cinema, não é das mais orgânicas, mas a paixão de Scorsese pelo tema perdoa tudo e nos faz abraçar o filme quase por completo. Tecnicamente irrepreensível, mas irregular em sua narrativa. Enquanto a homenagem ao Cinema funciona de forma belíssima, o filme se perde no excesso de personagens secundários desinteressantes. O drama do menino também é meio bobinho e os desdobramentos da trama são um pouco frustrantes, mas quem liga? É um filme cheio de afeto para esquentar o coração."
A Invenção de Hugo Cabret,Sr.Fernandes,0.5,"Esse filme estava sendo tão bem avaliado que resolvi assisti-lo no cinema! Resultado...tédio total, filme HORRÍVEL sem graça  do começo ao fim, e até hoje não entendo como um filme tão fraco, pode ser tão bem avaliado. Mesmo hoje 5 anos depois de seu lançamento fiz questão de vir aqui deixar a crítica de um filme sinceramente muito ruim."
A Invenção de Hugo Cabret,Agnaldo S.,1.0,"Filme cansativo , não perca seu tempo, o filme começa devagar, oMeio do filme é lento e quando termina você estará com raiva pq perdeu seu tempo com um filmezinho desse"
A Invenção de Hugo Cabret,apenasumr,2.5,A Invenção de Hugo Cabret foi um filme que teve muita aventura mas pouca historia não tem muito do que dizer do filme somente isto.
A Invenção de Hugo Cabret,Vinícius d,2.5,"Eu acho bacana citar o cineasta Georges Méliès como referência principal no filme mas acho que isso vem tarde demais e muito diluido. A história cai em cima do que se propõe o título da obra: falar do menino Hugo Cabret. Mas aí o filme decepciona, entedia, chateia. Sem esquecer claro: o setor comercial brasileiro que lançou aqui a obra fez uma bela caga.. na escolha do título, levando a qualquer incauto achar que seria um filme de genialidade do garoto. Não é nada disso. Asa Butterfield é um ator mirim ""medíocre"" para o padrão de obras que acompanhei de bons atores mirins. Com certeza o rosto bonito comoveu a muita gente na época. Mas não espere a linda história de um Oliver Twist, a obra erra o título, a intenção, troca de lado. Genuinamente teria sido bom desde o inicio falar de que a obra seria sobre Georges Méliès, teria sido mais genuíno. Os 120 min do filme são entendiantes. Bem e claro: Martin Scorsese ""agrada a todos os gostos e bu..""... é não espere nada menos. Perdi tempo assistindo. Mas o diretor francês merece todos louros pelo trabalho histórico e isso não se tem o que discutir. Ben Kingsley tem uma atuação agradável de acompanhar a obra inteira."
A Invenção de Hugo Cabret,Ricardo L.,5.0,"Obra prima de Martin Scorcese! Filme que mostra a origem do cinema como poucos, com atuações ótima de de Ben Kingsley, um monstro sagrado do cinema mundial, Sacha Baron Coen, Ray Winstone, Jude Law, Cristopher Lee, Chloe Grace Moretz e do protagonista Asa Butterfild, aqui todos funcionam bem, passando a realidade á qual tanto Scorcese cobra. Roteiro de 1° qualidade. filme indicado a 11 óscar, recordista do ano, ganhando 5, sendo Efeitos visuais, fotografia, edção de som, direção de arte e mixagem de som, todos super merecidos e ainda poderiam ter levado mais dois, Roteiro adaptado e Direção para para o gênio Martin. A invenção de Hugo Cabret é mais um dos grandes feitos de um dos maiores diretores da história do cinema."
A Invenção de Hugo Cabret,Um visitante,2.5,"-Cansativo...Isso podemos falar pelo começo do filme.Legal...Isso podemos falar pelo meio do filme.Cansativo de novo...Pelo final.-Estamos cansados de ver filmes onde já sabemos a história,e principalmente o final.Uma produção bem,mas bem fraquinha."
A Invenção de Hugo Cabret,leodf29,0.5,"Tive que fazer o cadastro só para comentar sobre esse filme. Ele é muito ruim e não recomendo a ninguém gastar o seu dinheiro e tempo para assisti-lo. Estou totalmente de acordo com o Felipe Santana, foi muito feliz em seu comentário. Pelo nome e trailer do filme, você imagina que terá toda uma viagem, em um mundo imaginário...que terá váios efeitos especiais........que nada! Saí do cinema cansado e arrependido. NÃO RECOMENDO. E pior que o filme, é chegar aqui e ver pessoas que não respeitam a opinião dos outros, como o cidadão Paolo. Deixa o cara dar a opinião dele, e se não gostar, basta expor a sua opinião e ponto final....parece menino de 4ª série pow !!!!!"
A Invenção de Hugo Cabret,Pedro C.,3.0,"Ele é um filme bom. Merecido alguns Oscars. Só penso que Harry Potter e as Relíquias da Morte - Parte II é bastante superior a este filme em alguns aspectos (Efeitos Visuais, por exemplo), e teria um Oscar mais merecido em algumas categorias do que este filme aqui."
A Invenção de Hugo Cabret,Carlos Henrique S.,4.5,"Em todos os seus anos de grande contribuição ao cinema,Martin Scorsese sempre retrata temas importantes e até adultos em seus filmes,mas ele nunca fez um filme de classificação leve para todos,eis que ele dirige A Invenção Hugo Cabret que é um presente ao cinema,uma carta de amor a todos os cinéfilos.O filme ao que parecia seria uma aventura bem familiar de ficção científica se torna algo bem maior,o diretor é o consagrado Martin Scorsese que dirige com uma maestria impressionante.O filme é baseado no livro de mesmo nome escrito por Brian Selznick.A trama aborda um jovem órfão chamado Hugo Cabret que vive em um relógio e tem um robo que só funcuona com a chave de uma garota,ao conseguir a chave ele embarca em uma aventura.Confesso que esperava uma aventura tradicional mas o diretor é diferenciado e aqui ele passa pela história do cinema e funciona até como biografia/documentário.Mais especificamente conta o inicio do cinema desde a sua criação pelos irmãos Lumière em 1895 até o grande George Méliès e suas centenas de filmes e inclusive o primeiro filme de ficção científica:Viagem á Lua de 1902,tudo no filme é extremamente nostálgico e avança no desenvolvimento de tecnicas cinematográficas incluindo o 3D que o Scorsese utilizou fazendo alusão ao aumento da tecnologia.O filme foi indicado em 11 categorias no Oscar e merecidamente,a parte técnica é impecável,o design de produção é espetacular a fotografia é linda a cinematografia em geral é boa com o uso de tracking shots,câmera panorâmica e a movimentação suave e flutuante além de belos movimentos horizontais realmente uma aula de cinema,a montagem é perfeita,os efeitos visuais e especiais são muito bons,figurinos e ambientação são belíssimos e nostálgicos,uma direção de arte realmente fantástica e a trilha sonora é apaixonante.O elenco está muito bem apesar do Jude Law ser pouco aproveitado,mas o grande destaque é o Ben Kingsley que tem uma narrativa tocante,Chloë Grace Morets está muito bem e o Asa Butterfield  está  operante.O roteiro é muito bom mas ainda peca no segundo ato quando divide muito a trama e não segue o paradeiro do Hugo mas mesmo assim ainda continua um filmaço.Esse filme é um retrato perfeito do cinema clássico e uma carta de amor a nós cinéfilos."
A Invenção de Hugo Cabret,c4rlc4st,4.0,"Com sua técnica, primor e estilo, Scorsese mostra seu lado sensível e prova que, além de subverter, ele também sabe encantar."
A Invenção de Hugo Cabret,Guilherme R.,4.0,"Após a morte de seu pai num incêndio, Hugo Cabret (Asa Butterfield) vai morar na estação de trem com seu tio, que após algum tempo, falece também. O menino Cabret passa a morar sozinho na estação e herda a função de seu tio de acertar os relógios.O pai (Jude Law) de Hugo deixa um autômato, uma peça enigmática. A engenhoca pode ter uma mensagem de seu pai que o menino se empenha em consertá-la a fim de descobrir. O menino conhece Isabelle (Chloe Moretz) com quem tece uma grande e sensível amizade onde fica explícito o companheirismo e a solidariedade. O sentimento da verdadeira amizade entre ambos. A garota passa a ajudá-lo na reconstrução do robô. O filme, uma adaptação do livro homônimo de Brian Selznick, funde-se com a realidade, conta um pouco sobre a história do cinema e mostra que os irmãos Lumière são os verdadeiros precursores da sétima arte, em 1895, e não Thomas Edison como muitos pensam. Com uma certa licença poética apresenta-nos a vida de Georges Méliès, grande nome do cinema.Após um relação conturbada com Georges Méliès (Ben Kinsley), Hugo é responsável pela reconstrução da vida do diretor iludido e infeliz. “Todos nós temos um propósito na vida, se este propósito se acaba é por que tem de ser consertado”, chega a dizer o jovem Cabret.A Invenção de Hugo Cabret (2012), de Martin Scorsese e produção de Johnny Depp – o que pouca gente sabe –, pode ser visto como uma homenagem aos precursores do cinema. Por se passar numa estação de trem, também faz  alusão ao primeiro filme produzido A Chegada do Trem na Estação, dos irmãos Lumière.Pela forma como é apresentada a história, cheia de conhecimentos e informações valiosos e por contar um pouco sobre o nascimento do cinema, vale a pena assistir ao filme mais algumas vezes."
A Invenção de Hugo Cabret,Thomas Jefferson,3.0,"Martin Scorsese fez um filme muito calmo, e cansativo. com um 3D chegando bem perto de Avatar, o filme ficou com um drama muito envolvente, com efeitos muito lindo de arranca lagrimas e ainda faz uma homenagem a origem do cinema."
It - A Coisa,Andrei Andrade,5.0,"Simplesmente espetacular!!! Se o próprio ""mestre"" aprovou, inclusive as sutis mudanças, quem sou eu para discordar ???"
It - A Coisa,Carlos C.,5.0,"Ótimo filme, humor e terror muito bem dimensionados; os atores são excelentes, especialmente os jovens Losers. Uma autêntica obra prima foi medo!"
It - A Coisa,Mario F.,5.0,Uma verdadeira obra prima do medo. Um filme de terror clássico com uma historia envolvente que te prende do começo ao fim.
It - A Coisa,Um visitante,3.0,"Talvez apele mais do que deveria para o explícito, mas acerta em quase todo o resto: é um belo conto de amizade, diverte, constrói bem personagens e suas relações, estabelece boa associação com monstros humanos, tem momentos tensos e Pennywise é assustador. Porém, O apelo nostálgico, já fracamente anunciado, fica em terceiríssimo plano diante de um filme de horror controlado demais, a fórmula se resume a sustos, motivações tolas de alguns personagens e um punhado de pretextos pouco criativos. Curiosamente, o humor é o trunfo da obra. Vale por revisitar o gênero de suspense infanto-juvenil."
It - A Coisa,Rodrigo O.,5.0,"Obra prima! Incrível como o diretor conciliou um filme de terror com boas doses de comédia sem perder em nenhum minuto o foco do filme, a nova geração de atores Mirins dando um show de interpretação em muitos adultos de Hollywood, cenas de terror incrivelmente realistas e assustadoras e um enredo capaz de nos prender do início ao fim. Excelente filme!"
It - A Coisa,Janaína R.,5.0,"Se vc quer um filme com muito sangue ,diálogos inacabados,sem sentido e sem conteúdo,não vá ao cinema.Porém se vc se identifica com amizade,seção nostalgia, infância,pré-adolescência,risadas,sustos,medos interiores e receios ,bem vindo ao ""clube dos perdedores"".O filme é bem construído,bons diálogos,terror psicológico e muita criatividade em época de filmes que  insistem no mais do mesmo,tem  atores talentosos e mt imaginação. A trilha sonora também é de qualidade ( rock dos anos 80, The Cure ),vale a pena. It a Coisa é um filme inteligente com doses de humor,simpatia,empatia e mt companheirismo na medida, sem exageros e que nas 2:15 de filme cumpre o papel da obra prima do medo. Quem venha o capítulo 2!!!
spoiler:"
It - A Coisa,Wellton O.,5.0,"Não só um terror, é muito mais que isso, é drama, suspense, aventura, comédia e um toque de romance tudo na dose certa, incrível."
It - A Coisa,Paulo V.,5.0,"It surgiu para mim com um certo receio. Achava que facilmente poderia desapontar. Decidi não ler crítica alguma antes de assistir e assim o fiz. A primeira coisa que o filme nos faz lembrar é a série 'Stranger Things'(inclusive um dos atores é o mesmo da série), que eu não gosto do enredo, mas curto a pegada. Alguns adolescentes se envolvendo em confusões - isso até por algum momento leva a crer que é um filme infantil...de fantasminhas...mas não, DEFINITIVAMENTE não é. O filme é cercado por vários dramas familiares pesadíssimos, daqueles que até por um momento incomodam de ver, mas que existem e precisam ser falados, como bullying, pedofilia, entre outros. E a forma que são relatados quase sempre é pesada e marcante. Em meio a tudo isso, a tal criatura com aparições impecáveis. Aliás, sobre ela, palhaços estão em moda, mas a forma que este é mencionado, é única. Não posso entrar em detalhes, mas o palhaço consegue te prender no filme, te deixar tenso, te deixar com medo, te assustar. Inclusive numa das cenas, em que o garoto desce ao porão de sua casa (vocês vão lembrar disso) é uma das cenas mais tensas de terror que já vi em toda minha vida. A ambientação, as frases, a interpretação dos atores. Saí do cinema com a impressão de que vai demorar muito tempo para um filme recente superar este. Vale o ingresso sem dúvida. Dificilmente vai haver um thriller assim num cinema nos dias atuais."
It - A Coisa,Vitor M.,4.0,"Recomendadíssimo, SE, você tiver cabeça pra ver um monte de cena grotesca e perturbadora tipo (o spoiler é simplesmente o que acontece logo depois do georgie, o garotinho que encontra o palhaço no bueiro, o faz, que é no comecinho do filme, leia se achar que vale saber pra se preparar, caso vc não tenha visto) 
spoiler: 
um garotinho com um braço decepado espirrando sangue, desesperado com medo de morrer, e depois morrer
 se você dá conta de ver cenas assim, recomendo sim.As atuações estão simplesmente fenomenais, nem parece que quem está interpretando os protagonistas tem no máximo 18 anos, o Finn wolfhard (Richie Tozier) já não foi tão surpresa assim, pois vimos ele em stranger things, já o resto, foi uma surpresa total, parece que hollywood está realmente melhorando na parte de encontrar bons atores menores de idade, vide vários atores que não vou citar, pra não perder o foco. Bill skarsgard como Pennywise está simplesmente perturbador e assustador, superior ao Tim Curry, em alguns momentos fica engraçado, um pouco empático, mas mesmo assim, você fica alternando entre medo e raiva dele. E por falar em raiva...Henry Bowers, sabe por que odiamos a Umbridge de Harry Potter muito mais q o Voldemort embora ela não seja tão má? Porque ela é mais pessoal, todos ou quase todos já tiveram uma Umbridge na vida, então você sente a vilania dela mais do que a do Voldemort, e esse é o caso do Henry, a raiva que eu senti dele era superior á do Pennywise, quando ele diz que deu uma 
spoiler: 
brecha no bullying com o Bill por causa do irmão morto dele
 eu senti uma certa sensação de: ""Ele não é tããão ruim, é horrível, mas poderia ser pior"". Essa sensação foi acabando no decorrer do filme pra mim, e no final, quando 
spoiler: 
ele tenta matar o Ben, acabou completamente essa sensação, ele era um psicopata, tanto que quando ele aparentemente morre eu gritei: ""TOMAAAA!""
O filme tem cenas marcantes quando o Bill diz que 
spoiler: 
entrar na casa abandonada do Pennywise é mais fácil pra ele do que entrar na própria casa, e lembrar assim que o irmãozinho dele não está lá
 ou quando a Beverly 
spoiler: 
mata o pai pra se defender dele, logo depois de dizer: ""NÃO! Não sou sua garotinha""
. Mas de todas, a que mais amei, foi quando eles 
spoiler: 
contra atacam o Pennywise pra resgatar a Beverly, e conseguem fazer o próprio palhaço ficar com medo deles, e quando eu percebi o medo do Pennywise, pensei: ""Como se sente do outro lado da moeda? Otário""
 e minha parte favorita do filme inteiro é nesse mesma cena quando o Bill diz 
spoiler: 
Por isso que você não matou a Beverly, ela não estava com medo de você, e agora ninguém está, agora é você que está com medo da gente
 Amei essa cena por que é EXATAMENTE o que eu falaria naquela situação.Os créditos pra mim vão pro diretor, e pros atores, Jaeden Lieberher faz vc sentir que o próprio ator é um líder nato como o próprio Bill, de tão boa q é a atuação, Finn Wolfhard é hilário, apesar de 95% das piadas dele serem sujas e relacionadas á sexo, e eu pessoalmente sou uma pessoa muito certinha, então não gostei muito delas, Jack Dylan Grazer faz você rir bastante também, e grande parte por causa de sua personalidade hipocondríaca, e mais uma vez, excelentemente interpretado. Jeremy Ray Taylor está muito cômico e fofo como o Ben, e fofo não por ser ""pançudinho"" mas a personalidade dele é fofa (me sinto uma garotinha escrevendo isso, mas é verdade) Chosen Jacobs como Mike também está ótimo, apesar do personagem não ter sido tão visto como os outros, e a Sophia Lillis como Beverly é simplesmente fantástica, os olhos mesmo que ela não queira demonstrar emoção, acabam demonstrando, a personagem é forte, complexa, e muito bem dirigida e interpretada. Recomendo desde que você tenha coração estômago e tímpanos resistentes, pois é muito barulhento, vale dizer."
It - A Coisa,Jorge F.,1.0,"Maior decepção de 2017, pelo menos até o momento. Não havia visto o primeiro filme e pela qualidade dos trailers, imaginei que seria um ótimo filme, com ótima história, ótimos sustos. O filme é longo, chato e exaustivo. Como todos os filmes de terror, os personagens sempre fazem besteiras, o problema é que as besteiras deste filme não desenvolvem em nada, nem em um susto sequer. Alguns dizem que a história é boa, porém é chata e muitas coisas não tem nexo. Se tivesse como, não daria estrela alguma por ele."
It - A Coisa,Rodrigo Gomes,4.0,"Bons sustos e ótimas interpretações. Com uma caracterização excelente, temos mais uma grande obra de King, em que sua maior graça é trabalhar nossos próprios medos. Com toques divertidos e muita tensão ficou muito bom."
It - A Coisa,Vanessa V.,5.0,"Simplesmente o melhor filme de terror que já assisti. Apesar do ar extremamente similar a Stranger Things, tudo no filme superou minhas expectativas. Fiquei grudada na cadeira o tempo todo."
It - A Coisa,Igor F.,0.5,"Sinceramente, este filme foi uma decepção, não assisti o primeiro (fui informado que era muito bom), mas como todo mundo falou sobre, então resolvi assistir, que decepção, a partir do momento em que o filme se iniciou eu já percebi que ia ser uma merda, não foi uma falsa impressão, o filme é realmente um lixo. O filme pode até ser assustador para crianças de até 10/12 anos, mas uma pessoa com idade superior a esta já não vê graça nas cenas que se passam o filme, não tive susto algum, fui assistir ao filme na intenção de levar alguns sustos, de ver algum terror, mas o que acabei encontrando foi um filme de comédia e com mortes toscas, o palhaço não põe medo em ninguém, o palhaço da década de 90 é mil vezes mais assustador, sinceramente, está na lista entre os piores filmes já assistidos por mim até hoje. Caso estejam imaginando que vão encontrar um filme de terror com inúmeros sustos, descartem a possibilidade, agora se estão pretendendo assistir a um filme de comédia, é uma ótima escolha."
It - A Coisa,Ailton G.,0.5,"Filme é uma porcaria! Enredo sem nexo, filme não tem nada de terror. Não recomendo, pura perda de tempo."
It - A Coisa,Will V,0.5,"O FILME É UM BOSTA!!! COMO ALGUEM PODE ACHAR BOM UMA FILME RUIM DESSES ???  O filme tem uma unica cena boa que é logo no comecinho quando o garoto olha no Bueiro e ve o palhaço e só! O resto todo é uma comedia adolescente com crianças chatas, no qual nao da nem um sustinho sequer. Pessimo filme, muito marketing e pouca qualidade."
It - A Coisa,John V.,0.5,"UM TEDIOLi em um blog de que era mais assustador do que o classico O  Exorcista e fui assistir e eis que me deparo com um filme para adolecentes,  (infanto - juvenil. ) Uma especie de Goonies com Fred Gruguer assustando criancinhas. um filme sem historia, vazio, previsivel, cenas obvias sem suspense sem texto de qualidade enfim, um péssimo e tedioso filme."
It - A Coisa,Rafaetati D.,1.0,"O maior problema é o filme não cumprir com a expectativa TERROR, em momento nenhum do filme eu senti medo, dei risada e daria uma nota 3.5 se o filme fosse classificado como AVENTURA.Me lembrou demais Gonnies e Stranger Things, as pessoas gargalhavam durante o filme de ""TERROR""..."
It - A Coisa,Lucas Dacal F.,5.0,"Filme empolgante, dei muita risada, me aterrorizei, chorei, resumindo, foi o melhor filme da minha vida!"
It - A Coisa,Ontem I.,0.5,O filme é inclassificável. Lixo seria um elogio. Estória sem nexo. Puro marketing. O que me espanta é a nota dele em alguns sites de filmes .. esta classificado com nota máxima.
It - A Coisa,Anderson  G.,4.0,"Uma mistura de Conta Comigo (S. King) com Goonies, atrelado a uma exploração do medo, ""It- A Coisa"", mais um filme inspirado na obra literária de Stephen King se propôs a ser varias coisas, um filme de terror, suspense, aventura, comedia, romance e consegue ser um pouco de cada, de uma maneira convincente e bem elaborada, alem de tocar em temas como abuso, amizade, medo, puberdade, etc. Com um roteiro muito bem trabalhado, o direor Andy Muschietti desenvolve 7 protagonistas, que são todos muito bem trabalhados e aprofundados, uns mais que os outros, mas o roteiro desenvolve suas personalidades através de diálogos, interações e convivência familiar, alem do mais, faz de cada jovem uma angustia ali presente, angustia essa que se desenvolve através de seus medos, diferente das maiorias dos livros de King, a onde o sobrenatural demora a aparecer, aqui não, já temos um impacto logo na primeira cena, e depois vai ficando mais leve e vai-se construindo um terror hibrido, capaz de fazer o telespectador gritar numa cena e gargalhar em outra. O filme toca em muitos pontos e se aprofunda em poucos, mas mesmo assim, algo é explorado, como por exemplo a solidão, perda, protecionismo, puberdade, vida adulta, responsabilidades, auto-confiança, e esses são os 7 temores de nossos 7 protagonistas, que precisam quebrar seus medos para crescerem, e o Pennywise é mais do que a personificação de seus medos, ele é metaforicamente um rito de passagem para essas crianças, só que de uma maneira literal e visceral, alguns sub-plots são tratados com enfoque no abuso, muitos deles já tinham seus ""Pennywises"" dentro de casa, que para matar o palhaço, era preciso primeiro se livrar do qual o atormentava em seu lar, e os abusos tratados são sexual e de autoridade. O filme tem uma técnica boa, a onde os principais destaques são a mixagem e edição de som, esses dois elementos são ótimos, alem da boa retratação dos anos 80, com uma fotografia quase clara, e o bom uso das trilhas, embora as vezes o filme não saiba muito bem por qual caminho seguir, as vezes temos o uso da musica pra compor o susto, as vezes não, as vezes temos cortes secos, as vezes não, não temos uma linearidade, o diretor usa muito bem a camera, principalmente nos focos em Pennywise, sempre com o olhar dividido entre o personagem e o telespectador, no geral a tecnica é boa e deixa um ritmo gostoso. Bill Skarsgård está incrível como Pennywise, ele faz um sorriso contido que passa um sensação pura e pleno  horror, alem de seu olhar que divide a quarta parede, Bill realmente está completamente entregue ao papel, fora ele, todas as crianças do elenco estão muito bem, com um destaque para Finn Wolfhard, que demonstra novamente ser um bom ator, alem de um belo alivio cômico. Andy Muschietti é um diretor novo, esse é o seu segundo trabalho dirigindo um longa, o primeiro é o fraco ""Mama"", mas aqui, o diretor manda muito bem a adapta com certa veemência e qualidade uma obra do Mestre Stephen King, o que nem sempre é fácil de fazer. ""It- A coisa"" tem seu charme e seu carisma, assusta e diverte, e é um filme com cheiro, gosto e sabor de Stephen King, e num cinema cada vez mais maturado de filmes de terror iguais, IT é a coisa diferente, mesmo tendo alguns problemas, como o seu terceiro ato ou a repetições de sustos desnecessário, mas mesmo assim, é um ótimo filme, porque é completo."
