nome_filme,autor_comentario,nota_comentario,conteudo_comentario,criticas_autor,seguidores_autor
Tudo Pode Dar Certo,Patricia V.,3.0,"O Woody Allen muitas vezes acerta. Porém, algumas vezes erra. Esse filme, para mim, foi um exemplo das vezes em que ele errou. Claro que não é um filme ruim, porém passou longe de mostrar o gênio que é.",6.0,
Tudo Pode Dar Certo,Matheus S.,5.0,Filme genial. Uma crítica engraçada e inteligente àqueles que passam uma imagem daquilo que não são e vivem em busca de reconhecimento de algo que não possuem. Ao mesmo tempo o filme é leve e sarcástico. Excelente mesmo!,6.0,
Tudo Pode Dar Certo,Alegria,4.5,"...Muito bom, não só pelo sarcasmo e conteúdo dos diálogos mas pela crítica a sociedade e o modo como mostra que é na essência de cada um que se encontra a felicidade e a satisfação. E os personagens só descobrem isso quando se libertam um pouco da sociedade que os ""prende"", o que me lembra um certo filósofo alemão bigodudo. Muito muito bom, pra mim um dos melhores do Woody Allen.",6.0,
Tudo Pode Dar Certo,patriciamf,2.0,"Diversas opiniões sobre o filme. Achei todas elas interessantes. Se falarmos de fé cristã, com certeza o filme não é bem quisto. Se falarmos de inovação e de modernidade do mundo atual esse filme é bem prafrentex ( como diria minha avó). Eu gostei muito do filme, um filme com humor ácido, as vezes meio chocante, mas muito interessante para refletirmos e termos essas discussões diversas como temos aqui sobre o filme.Muito bom.",7.0,
Tudo Pode Dar Certo,Roqueirodabaixada,5.0,Assisti 2/3 do filme e parei porque imaginei um final deprimente. 2 dias depois tomei coragem e continuei assistindo. Simplesmente adorei o final!,2.0,
Tudo Pode Dar Certo,auler_juliana,5.0,ótimo,4.0,
Tudo Pode Dar Certo,Marcos Wainstein,2.5,"Em Whatever Works, Woody Allen retorna as comédias Nova-Iorquinas, e faz uma análise bem humorada e extremamente ácida do ser humano, usando Boris Yellnikoff como seu porta voz.Boris Yellnikoff é rabugento, mau humorado, grosseiro, frustrado, e muito muito engraçado. Larry David interpreta Boris, numa atuação digamos...desconcertante. Cheio de piadas rapidas que ficam entre o humor refinado (e nisso lembra muito os personagens que o próprio Allen intrepretava) e a mais pura grosseria. Larry David encarna um homem cheio de neuras, hipocondríaco, e que se acha gênio, aliás não só se acha mas faz questão de dizer isso a toda hora. Dotado de uma visão realista do mundo, Boris é daqueles que parecem não ter mais jeito..até que entra na sua vida a completa imbecil mas extremamente encantadora MelodieMelodie (Evan Rachel Wood que na mão do Allen ficou quase ótima) representa aquilo que Boris mais detesta no ser humano, idiota, cheia de frases prontas, sonhadora e burra ao extremo. Logo que os dois se conhecem já temos momentos engraçadissimos, Boris solta as maiores e mais divertidas frases que se possa imaginar, todas em referência a burrice da menina. Mas melodie parece não estar muito incomodada com isso e ao contrário do que se possa imaginar ela acaba se encantando com a pretensa genialidade de Boris Yellnikoff..e nasce nela uma admiração pelo velho rabugento. O que vale ressaltar é que Allen foge da mesmice ao contar a história dos dois, porque simplesmente Boris continua chato e pessimista, pois mesmo estando vivendo com a encantadora Melodie, ele não demonstra aquela redenção clichê de tantos outros filmes Com um ano de casados, Melodie e Boris são surpreendidos pela chegada da mãe de Melodie, e nós espectadores somos agraciados com uma divertida e excelente atuação de Patricia Clarkson. Marietta é aquela que chega para mostrar como as pessoas podem mudar, ela é aquela que conduz a ideia de evolução que Allen tanta mostrar no filme. Não uma evolução politicamente correta, mas sim uma evolução mental. Marietta chega como a cristã interiorana e se transforma numa artista (fotografa) que vive com dois homens. O filme não prega que isso seja o certo ou o errado, mas mostra uma ampliação de horizontes e conta isso tudo de forma bastante divertidaO que é bacanão no filme, é que mesmo estando exposto a isso tudo, Boris continua sendo o mesmo, pra ele as pessoas não tem concerto, tudo é o que é...até que Melodie conhece um outro homem e pela segunda vez na sua vida ele tanta o suicido e novamente sem sucesso. E de um jeito bem inusitado ele acaba conhecendo a sua pequena redenção e usa a maxima do filme para jsutificar isso....pois no final Tudo Pode Dar CertoTudo Pode Dar Certo é uma retomada do estilo que consagrou o genial Woody Allen, a comédia inteligente, cheia de diálogos ácidos, personagens que expressam um lado mais cru e divertido do ser humano. A narrativa é outra grande sacada do filme, Larry David conversa com o espectador ao contar a sua história, brinca com o público que vai ao cinema, e nos faz lembrar dos grandes filmes do Allen e sua amada Manhattan...depois de se aventurar pela Europa e mostrar toda a sua versatilidade com os anteriores; Match Point, Cassandras Dream e o Almodovariano Vicky Cristina Barcelona, Allen volta em grande estilo e nos traz uma comédia deliciosa e apaixonante...Whatever Works é mais um filme imperdivel do neurótico mais genial que se tem noticia.",4.0,
Tudo Pode Dar Certo,Husky,2.0,"Acido, sarcastico e muito bom!",3.0,
Tudo Pode Dar Certo,agathe,2.5,"Tudo pode dar certo	Wood Allen figura tarimbada em trágico-comêdias nova-iorquinas e temas existenciais psicanalíticos e em criações que encantam e surpreendem os mais desavisados. Agora Allen ataca novamente com mais uma obra prima o filme Tudo Pode Dar Certo, contem excelente tema, muito atual, Wood trabalha com uma perspectiva contemporânea. O filme começa com uma grande discussão filosófica entre amigos, onde Lerry David o Boris Yellnikoff o protagonista da historia relata suas crenças e descrenças. Boris foi professor universitário, lesionava mecânica quântica. Aposentado passa seus dias a pensar sobre o ser humano e suas relações sociais. Boris é extremamente pessimista, descrente na sua visão decadente para com o ser humano, e faz um tratado cientifico e filosófico em torno da vida, observando o que é mais importante para as pessoas normais. Temas engraçados e sérios causando reviravoltas inesperadas. Wood baseia-se nas teorias modernas sobre ciência, faz um comparativo com as relações humanas. Qual o sentido da vida? Formula uma teoria do acaso ou do caos, onde tudo tem sua própria ordem. Que ordem é essa, que é problema? Baseado na física quântica, para ser mais exato mecânico quântica, que acredita em uma teoria do fim ultimo e verdadeiro, exedendo-se também, para as obscuras relações humanas. Referente à nossa procura pela felicidade, como procurar, onde achá-la? Porque sempre, alguma coisa sai dos padrões, e nada é como a gente imagina. O acaso caso inesperado entre Boris e Melodie, serve de tema ilustrativo, “quando nossa própria teoria nos trai”, e somos pegos pelos pés. Embora Boris saiba que essa relação não vai lhe dar total segurança, e que a disparidade de idade e idéias não se ajusta. Ele embarca na relação, como diz um grande escritor: “embora estejamos adestrados para a vida, existe sempre algo que nos arrebata e nos põem a prova”.   A partir dessa relação entre Boris e Melodie vai-se bordando as histórias dos personagens, narradas por Boris e seu pessimismo ferrenho e revoltado, devido ao que ele acredita; a enormidade de burrice contida em certos seres humanos. Como sempre Wood surpreende; o texto maravilhoso recheado de teorias científicas filosóficas moldando, o que eu diria; um clássico do cinema nova-iorquino.  Física quântica, teorias da filosofia moderna, descontinuidades, psicanálise. filósofos como Deleuze, Nietzsche; o psicanalista Guattari, o cientista Wittgenstein. Baseado na Teoria das Cordas e os novos princípios matemáticos utilizados nesta teoria, permitem aos físicos afirmar que o universo possui 11 demissões; 3 especiais – altura, largura e comprimento. 1 o tempo e 7 demissões curvadas como massa e carga elétrica, o que explica as características das forças fundamentais da natureza. De acordo com a teoria das cordas, os elementares do universo não são partículas puntiformes – forma de ponto. Mínimos filamentos unidimensionais como elásticos infinitamente finos que vibram sem cessar. Está teoria propõe que roda a matéria e todas as forças provém de um único componente básico – cordas oscilantes. “Teoria que explica tudo”. Com muita filosofia e critica social Wood formata seu filme, criando uma comédia trágico-romântica, de diferentes temáticas, reciclando temas e feituras anteriores, dando uma visão espantosamente nova as questões dos desejos e as decepções humanas abordadas no filme. Tudo isso de maneira inteligente, artística e de bom gosto. Wood mantém seu nível intelectual como bom judeu nova-iorquino, prendendo o espectador até o fim em sua telinha mágica.Ass, Golon Byron",2.0,
Tudo Pode Dar Certo,Manoela Montero,2.0,"Cinema: fonte, expressão e troca de sensibilidade.“TUDO PODE DAR CERTO” – Woody Allen – “Whatever Works”, EUA/França, 2009	“Vamos lá! Escreve!” Sou eu, conversando comigo mesma, mas dirigindo-me a vocês. “Manoelita, não deixe de escrever. Você pensou em coisas interessantes. Vá em frente!”. Sem dar-me conta, faço o mesmo que Woody Allen, conversando conosco, no início e no final do filme. Embora o ator não fosse ele, a gente sabe que era ele, não é mesmo? 	Retomo minha conversa com vocês só agora, no dia seguinte à noite em que não produzi. Não lhes digo isso à toa. Digo-lhes porque, com certeza, isso não acontece só comigo: O que escrever? Por que? Para quem? Para que? O que fazer? Como ser? O que mostrar? O que viver?	Digamos, então, que é com esse olhar que podemos viver o filme. Cada um de nós, em algum momento, fêz-se perguntas para as quais não havia resposta de imediato. Como já me disseram: “O mal da pergunta é a resposta”. Pergunta é para ficar ecoando em nós, para que em nós faça caminho e nos leve para outras plagas, outros lugares em nós mesmos, e nos ajude a compreender melhor o que vivemos. Reproduzo o que li, agora cedinho: “É próprio de o mistério ser inesgotável; não é enigma que, decifrado, perde a graça. O Mistério envolve-nos, carrega-nos, dá-nos o sabor de aprofundarmos nele; e nele sempre mais nos adentramos, sem jamais esgotá-lo. Experimentamo-lo, carregando-o; mas, na verdade, é ele que nos conduz” (frei Walter).Viver é um grande mistério! Vivamos, e na atenção, saboreemos tudo! E, vamos ao filme:Não vou me lembrar dos diálogos, até porque sabemos como eles são rápidos e densos. Nada, em Woody Allen (WA), é supérfluo e superficial. Ele está o tempo todo nos confrontando com questões existenciais, filosóficas, religiosas, que estão entranhadas em nossas muitas relações e em nosso cotidiano. Por isso, não se trata de concordar ou não com ele, mas de sabermos que são questões do homem contemporâneo (ou de todos os tempos), imerso em dúvidas, incertezas e no desejo sempre presente de manter a esperança e de acreditar que “Tudo pode dar certo”. Creio que WA, no seu jeitão irônico preferiria: “Qualquer coisa sempre funciona” – “Whatever works”. Não à toa, o nome da jovem é Melodie St. Ann Celestine. Ela vai dar a “melodia” do filme; todos os outros personagens surgirão a partir dela, que está como que em estado puro, virgem; está sem teto, tem fome, pede comida e abrigo; é ingênua, nada sabe, e não se ofende quando isso lhe é mostrado; seu olhar para cada um é de compreensão (inda que “naïf”); ela é leal, fiel, verdadeira, e expõe com franqueza e autenticidade seu sentir e pensar. Portanto, é no confronto com este lugar melodioso, santo (puro) e celestial (talvez nossa condição nascente, mas da qual nos distanciamos por condição do próprio viver relacional e humano) que a trama se fará. Boris Yetzinsky (uma gozação com Boris Sparsky, o invencível campeão de xadrez russo, e o presidente e palhaço Boris Yeltzin – observação de Izaak), vai dialogar é com essa parte do existir, representada em Melodie, e vai ser afetado na mesmice e rabugice em que se encontra. A mãe e o pai de Melodie, assim como os intelectuais, também serão afetados e incorporarão mudanças. Mas, não se fixem na opção de vida que se segue a esse sair da mesmice: a mãe com dois companheiros, o pai vivendo sua homossexualidade, e nem nos diálogos que questionam crença, religião, Deus. Lembrem-se de que uma mente genial e privilegiada, como a de WA, não iria criar uma obra como esta, abrangente e profunda, apenas para nos fazer conformes a estas ou aquelas idéias. O filme trata, sim, é da incerteza, do improvável, do inesperado; mostra a sincronicidade, o possível e o amor; tudo como condição necessária para a aceitação do outro, do repensar, do ser e fazer o quer que seja, para que “qualquer coisa possa sempre funcionar”. O fundamental é ter claro que repensar, fazer um outro caminho, é possível e necessário, mas que isso se dá dentro do território do improvável e do mistério do viver. Como disse Izaak: “O ‘todo’ (eu agrego: o viver) não é a junção das partes; o todo é  o encontro entre elementos como um mosaico em que cada parte é importante, por mais ingênua, idiota, inculta, preconceituosa, erudita  que seja (representado pela garota, pela mãe, pelo pai e pelos intelectuais).”. Aproveitem o filme! Aproveitem os diálogos! Aproveitem o viver! Aproveitem o incerto!manoelita1408@yahoo.com.br – 03 de junho de 2010",1.0,
Tudo Pode Dar Certo,Julianaalves,0.5,"SE VOCÊ FO CRISTÃO, NÃO ASSISTA ESTE FILMEA história sobre o senhor que conhece a garota é só o pano de fundo pra na vardade contar uma outra história: Uma família que se diz cristã, que deixa de acreditar em Deus, e a mãe vai morar com dois homens, o pai com um homem, e no final...eles ficam muito mais felizes do que estavam antes...Resumindo, a moral do filme é: deixe de acreditar em Deus, siga a sua vida,  você será muito mais feliz.",1.0,
A Invenção de Hugo Cabret,Estevan Magno,5.0,"A magia do cinema retorna ao cinema e à Hollywood com essa obra prima da sétima arte. Hugo Cabret tem o poder de chamar a atenção pela linda qualidade em tudo, o enredo é perfeito e se desenrola lindamente, com muitos efeitos especiais e um uso perfeito e jamais feito do 3D, a trilha sonora é outro ponto forte desta película, conta com músicas e canções de se apaixonar por todos os personagens, a direção sempre minuciosa de Martin Scorsese que dá qualidade a qualquer filme, uma ideia e apresentação incríveis de roteirista e editores. As atuações de todo o elenco são esplendorosas, sem tirar nem por. A história de Hugo, é incrível afinal é a história do cinema, ao conhecer o aclamado diretor de cinema Georges Melies ele descobre que sua vida está ligada diretamente em ajudar esse cineasta, neste até mesmo um robô exala sentimentos. De eriçar a nuca, se emocionar, se deliciar, e principalmente aclamar este filme que merecia uma receita maior do que teve, merecemos e devemos agradecer a um verdadeiro rei do cinema, Martin Scorsese, um homem, uma mente, e um coração que descobre a mostra mundos para os meros humanos. Deixe viver e chorar em Hugo, não venceu o Oscar, mas não foi preciso pois conquistou o coração.",490.0,5225.0
A Invenção de Hugo Cabret,Pati Lima,5.0,"Uma linda história, tipo de filme inesquecível... Não é qualquer um que curte o filme, mas ele repleto de magia, um clássico!!!",84.0,43.0
A Invenção de Hugo Cabret,Leonardo d.,4.0,"Homenagem aos primórdios do cinema mediante o uso genial da nova sensação tecnológica da linguagem, o 3D. Scorsese não envelheceu, ou envelheceu com a sabedoria e a nostalgia saudável de quem consegue se adaptar aos novos tempos.",73.0,18.0
A Invenção de Hugo Cabret,Loo,5.0,"Uma obra fantástica, que como já dito na critica do membro Lucas Salgado, não se pode encaixar em um gênero em particular... Uma belíssima obra que realmente não tenho palavras para descrever, conta não só a história do Hugo, como também a de outros personagens fantásticos, mas o foco principal da obra realmente está em apresentar um pouco da história dessa incrível arte, o cinema.",2.0,1.0
A Invenção de Hugo Cabret,Miguel Neto,5.0,"FAntástico, o filme inteiro é repleto de magia e perfeição técnica. Pura poesia, já virou um clássico.",98.0,75.0
A Invenção de Hugo Cabret,Um visitante,5.0,"Um ótimo filme de infanto-juvenil de drama e aventura. A história é muito boa e conta com ótimos atores. Além disso, uma característica interessante do filme é que ele conta um pouco da história do início do cinema, coisa que a maioria das pessoas não sabem.Leia a minha resenha completa no link abaixo:",,
A Invenção de Hugo Cabret,Bismark L.,4.0,"Confesso que não esperava tanto deste filme, apesar de saber que o filme de Martin Scorsese venceu 5 Oscars, algo não me chamava tanta atenção assim. Eu estava enganado, pois fui surpreendido com uma bela história, com cenários incríveis, com uma imagem linda, onde nem todos os filmes tem e uma das maiores fotografias do cinema, onde lhe rendeu um Oscar. Quando terminei de assistir, fiquei surpreso comigo mesmo, pois não esperava tanto!Hugo Cabret é um menino pobre e Órfão que vive entre as paredes numa estação de trem em paris. Quando seu pai morreu ele ficou sobre os cuidados de seu tio alcoólatra que acabou lhe dando um trabalho, manutenir o relógio da estação.O pai de Hugo antes de morrer lhe deixou um Autômato, uma maquina de escrever em forma humana. Hugo acredita que esta maquina tem uma mensagem de seu pai, só que pra ver, ele tem que consertar esse Autômato. Então Hugo começa a roubar peças em uma loja de brinquedo que pertence ao Papa Georges, um senhor que fica surpreendido ao saber o que o Hugo pretende. Então começa a rolar um mistério, por que Papa Georges se interessa tanto no Autômato? O que ele esconde no passado?  É ai que a história começa.Quando terminei de assistir ao filme, fiquei surpreso, pois ele se trata de outra história, onde o Autômato não é o foco principal, mas é muito importante sua participação, inclusive o titulo nacional engana muito bem!Confesso que não li o livro, então não sei se o filme é totalmente fiel á obra original.O que mais me deixou encantado no filme, foi sua fotografia incrível, uma das melhores que eu já vi. A fotografia deste filme é tão incrível que acaba virando um personagem do filme, sem ela acho que não seria a mesma coisa, não teria toda a magia da obra de Scorsese!Quanto ao roteiro e outras partes técnicas, são muito boas, os efeitos especiais não é grande coisa mais é o suficiente pro filme.Hugo Cabret é um filme pra ver e rever, apreciar, aprender e se emocionar, com personagens cativantes como Hugo e se irritar (No bom sentido) com personagens como Station Inspector.Nota: 8.6",12.0,3.0
A Invenção de Hugo Cabret,Um visitante,4.0,"Uma belíssima homenagem de Martin Scorsese às origens do cinema. A transição entre a primeira metade dickensiana, e a segunda, quando o roteiro, na pessoa de Méliès, homenageia os primórdios do cinema, não é das mais orgânicas, mas a paixão de Scorsese pelo tema perdoa tudo e nos faz abraçar o filme quase por completo. Tecnicamente irrepreensível, mas irregular em sua narrativa. Enquanto a homenagem ao Cinema funciona de forma belíssima, o filme se perde no excesso de personagens secundários desinteressantes. O drama do menino também é meio bobinho e os desdobramentos da trama são um pouco frustrantes, mas quem liga? É um filme cheio de afeto para esquentar o coração.",,
A Invenção de Hugo Cabret,Sr.Fernandes,0.5,"Esse filme estava sendo tão bem avaliado que resolvi assisti-lo no cinema! Resultado...tédio total, filme HORRÍVEL sem graça  do começo ao fim, e até hoje não entendo como um filme tão fraco, pode ser tão bem avaliado. Mesmo hoje 5 anos depois de seu lançamento fiz questão de vir aqui deixar a crítica de um filme sinceramente muito ruim.",30.0,4.0
A Invenção de Hugo Cabret,Agnaldo S.,1.0,"Filme cansativo , não perca seu tempo, o filme começa devagar, oMeio do filme é lento e quando termina você estará com raiva pq perdeu seu tempo com um filmezinho desse",13.0,2.0
A Invenção de Hugo Cabret,apenasumr,2.5,A Invenção de Hugo Cabret foi um filme que teve muita aventura mas pouca historia não tem muito do que dizer do filme somente isto.,449.0,3883.0
A Invenção de Hugo Cabret,Vinícius d,2.5,"Eu acho bacana citar o cineasta Georges Méliès como referência principal no filme mas acho que isso vem tarde demais e muito diluido. A história cai em cima do que se propõe o título da obra: falar do menino Hugo Cabret. Mas aí o filme decepciona, entedia, chateia. Sem esquecer claro: o setor comercial brasileiro que lançou aqui a obra fez uma bela caga.. na escolha do título, levando a qualquer incauto achar que seria um filme de genialidade do garoto. Não é nada disso. Asa Butterfield é um ator mirim ""medíocre"" para o padrão de obras que acompanhei de bons atores mirins. Com certeza o rosto bonito comoveu a muita gente na época. Mas não espere a linda história de um Oliver Twist, a obra erra o título, a intenção, troca de lado. Genuinamente teria sido bom desde o inicio falar de que a obra seria sobre Georges Méliès, teria sido mais genuíno. Os 120 min do filme são entendiantes. Bem e claro: Martin Scorsese ""agrada a todos os gostos e bu..""... é não espere nada menos. Perdi tempo assistindo. Mas o diretor francês merece todos louros pelo trabalho histórico e isso não se tem o que discutir. Ben Kingsley tem uma atuação agradável de acompanhar a obra inteira.",676.0,596.0
A Invenção de Hugo Cabret,Ricardo L.,5.0,"Obra prima de Martin Scorcese! Filme que mostra a origem do cinema como poucos, com atuações ótima de de Ben Kingsley, um monstro sagrado do cinema mundial, Sacha Baron Coen, Ray Winstone, Jude Law, Cristopher Lee, Chloe Grace Moretz e do protagonista Asa Butterfild, aqui todos funcionam bem, passando a realidade á qual tanto Scorcese cobra. Roteiro de 1° qualidade. filme indicado a 11 óscar, recordista do ano, ganhando 5, sendo Efeitos visuais, fotografia, edção de som, direção de arte e mixagem de som, todos super merecidos e ainda poderiam ter levado mais dois, Roteiro adaptado e Direção para para o gênio Martin. A invenção de Hugo Cabret é mais um dos grandes feitos de um dos maiores diretores da história do cinema.",3053.0,62543.0
A Invenção de Hugo Cabret,Um visitante,2.5,"-Cansativo...Isso podemos falar pelo começo do filme.Legal...Isso podemos falar pelo meio do filme.Cansativo de novo...Pelo final.-Estamos cansados de ver filmes onde já sabemos a história,e principalmente o final.Uma produção bem,mas bem fraquinha.",,
A Invenção de Hugo Cabret,leodf29,0.5,"Tive que fazer o cadastro só para comentar sobre esse filme. Ele é muito ruim e não recomendo a ninguém gastar o seu dinheiro e tempo para assisti-lo. Estou totalmente de acordo com o Felipe Santana, foi muito feliz em seu comentário. Pelo nome e trailer do filme, você imagina que terá toda uma viagem, em um mundo imaginário...que terá váios efeitos especiais........que nada! Saí do cinema cansado e arrependido. NÃO RECOMENDO. E pior que o filme, é chegar aqui e ver pessoas que não respeitam a opinião dos outros, como o cidadão Paolo. Deixa o cara dar a opinião dele, e se não gostar, basta expor a sua opinião e ponto final....parece menino de 4ª série pow !!!!!",1.0,
A Invenção de Hugo Cabret,Pedro C.,3.0,"Ele é um filme bom. Merecido alguns Oscars. Só penso que Harry Potter e as Relíquias da Morte - Parte II é bastante superior a este filme em alguns aspectos (Efeitos Visuais, por exemplo), e teria um Oscar mais merecido em algumas categorias do que este filme aqui.",73.0,50.0
A Invenção de Hugo Cabret,Carlos Henrique S.,4.5,"Em todos os seus anos de grande contribuição ao cinema,Martin Scorsese sempre retrata temas importantes e até adultos em seus filmes,mas ele nunca fez um filme de classificação leve para todos,eis que ele dirige A Invenção Hugo Cabret que é um presente ao cinema,uma carta de amor a todos os cinéfilos.O filme ao que parecia seria uma aventura bem familiar de ficção científica se torna algo bem maior,o diretor é o consagrado Martin Scorsese que dirige com uma maestria impressionante.O filme é baseado no livro de mesmo nome escrito por Brian Selznick.A trama aborda um jovem órfão chamado Hugo Cabret que vive em um relógio e tem um robo que só funcuona com a chave de uma garota,ao conseguir a chave ele embarca em uma aventura.Confesso que esperava uma aventura tradicional mas o diretor é diferenciado e aqui ele passa pela história do cinema e funciona até como biografia/documentário.Mais especificamente conta o inicio do cinema desde a sua criação pelos irmãos Lumière em 1895 até o grande George Méliès e suas centenas de filmes e inclusive o primeiro filme de ficção científica:Viagem á Lua de 1902,tudo no filme é extremamente nostálgico e avança no desenvolvimento de tecnicas cinematográficas incluindo o 3D que o Scorsese utilizou fazendo alusão ao aumento da tecnologia.O filme foi indicado em 11 categorias no Oscar e merecidamente,a parte técnica é impecável,o design de produção é espetacular a fotografia é linda a cinematografia em geral é boa com o uso de tracking shots,câmera panorâmica e a movimentação suave e flutuante além de belos movimentos horizontais realmente uma aula de cinema,a montagem é perfeita,os efeitos visuais e especiais são muito bons,figurinos e ambientação são belíssimos e nostálgicos,uma direção de arte realmente fantástica e a trilha sonora é apaixonante.O elenco está muito bem apesar do Jude Law ser pouco aproveitado,mas o grande destaque é o Ben Kingsley que tem uma narrativa tocante,Chloë Grace Morets está muito bem e o Asa Butterfield  está  operante.O roteiro é muito bom mas ainda peca no segundo ato quando divide muito a trama e não segue o paradeiro do Hugo mas mesmo assim ainda continua um filmaço.Esse filme é um retrato perfeito do cinema clássico e uma carta de amor a nós cinéfilos.",809.0,13657.0
A Invenção de Hugo Cabret,c4rlc4st,4.0,"Com sua técnica, primor e estilo, Scorsese mostra seu lado sensível e prova que, além de subverter, ele também sabe encantar.",323.0,980.0
A Invenção de Hugo Cabret,Guilherme R.,4.0,"Após a morte de seu pai num incêndio, Hugo Cabret (Asa Butterfield) vai morar na estação de trem com seu tio, que após algum tempo, falece também. O menino Cabret passa a morar sozinho na estação e herda a função de seu tio de acertar os relógios.O pai (Jude Law) de Hugo deixa um autômato, uma peça enigmática. A engenhoca pode ter uma mensagem de seu pai que o menino se empenha em consertá-la a fim de descobrir. O menino conhece Isabelle (Chloe Moretz) com quem tece uma grande e sensível amizade onde fica explícito o companheirismo e a solidariedade. O sentimento da verdadeira amizade entre ambos. A garota passa a ajudá-lo na reconstrução do robô. O filme, uma adaptação do livro homônimo de Brian Selznick, funde-se com a realidade, conta um pouco sobre a história do cinema e mostra que os irmãos Lumière são os verdadeiros precursores da sétima arte, em 1895, e não Thomas Edison como muitos pensam. Com uma certa licença poética apresenta-nos a vida de Georges Méliès, grande nome do cinema.Após um relação conturbada com Georges Méliès (Ben Kinsley), Hugo é responsável pela reconstrução da vida do diretor iludido e infeliz. “Todos nós temos um propósito na vida, se este propósito se acaba é por que tem de ser consertado”, chega a dizer o jovem Cabret.A Invenção de Hugo Cabret (2012), de Martin Scorsese e produção de Johnny Depp – o que pouca gente sabe –, pode ser visto como uma homenagem aos precursores do cinema. Por se passar numa estação de trem, também faz  alusão ao primeiro filme produzido A Chegada do Trem na Estação, dos irmãos Lumière.Pela forma como é apresentada a história, cheia de conhecimentos e informações valiosos e por contar um pouco sobre o nascimento do cinema, vale a pena assistir ao filme mais algumas vezes.",16.0,6.0
A Invenção de Hugo Cabret,Thomas Jefferson,3.0,"Martin Scorsese fez um filme muito calmo, e cansativo. com um 3D chegando bem perto de Avatar, o filme ficou com um drama muito envolvente, com efeitos muito lindo de arranca lagrimas e ainda faz uma homenagem a origem do cinema.",133.0,190.0
A Invenção de Hugo Cabret,moreiraum,5.0,"Você vê a chamada e pensa: vamos ter um filme que explora a magia , o sobrenatural. E esperamo s o filme todo por isso. Mas o que se sucede é um filme sobre a vida de um garoto órfão em busca de respostas e no fim ele encontra somente a solução .Merecidamente ganhou o Oscar de fotografia: o filme é lindo aos olhos até dos mais exigentes.",32.0,28.0
A Invenção de Hugo Cabret,Matheus S.,5.0,"Talvez o melhor filme que eu j atenha assistido entre todos, apresentado de um jeito inocente, como se fosse nos olhares de uma criança. umesmo estando em uma época pós guerra, onde o mundo estava começando a superar a dor do desastre. Tudo mostrado de um jeito especial que só Hugo tem , a inocência das crianças e não só delas, os adultos são pessoas que vivem em rotinas felizes, mas p que mais me chamou atenção o jeito em que uns e outros se tratam, no próprio mostrada de uma forma um certo cômica, percebendo isso principalmente por causa dos atores, com a cordialesanque as pessoas deveriam ise tratar. Mas a principal mensagem do filme é marcada por uma frase de Hugo em que ele diz que os humanos são como maquinas e que cada um esta aqui e que cada um tem sua função, isso representado por cada um de seus personagens, onde cada um vive feliz com sua função na estaçã fez pensar qual é a minha fincão aqui e me mostrou que só as minhas aventuras durante o tempo vão me mostrar isso. Mais uma outra coisa marcante é que nao precisa se paixão entre os personagens principais para se ter grandes momentos, em varias cenas os protagonistas se dão a maomcom a maior inocência, firmando o elemento de amizade que se tem entro um menino e uma menina . Outra coisa que me chamou muita atenção o jeito em que ele mostrou a história do cinema com algo realmente magico, um jeito. De fazer as pessoas terem um pequena introdução perante o que aconteceu genialmente construída. Me faz pensar como fazer boas historias, introduzindo um conteúdo bom para que as pessoas aprendam isso, Hugo além de ensinar certas idéias, apresenta a história sobre o que o filme se trará que pode ser complementada percebendo is elementos presentes . A bela imagem do filme juntamente com a musica dão um tom harmonioso para toda a história,Mesmo em que momentos sejam um pouco tristes voce continua com o sentimento. Nada melhor que Paris para uma bela fotografia, tanto na estação, que é passada na principal da cidade, tanto nas rua e até mas artes encontradas no meio do caminho.Atuações fantásticas, que vai dos penetrantes olhos azuis de Butterfield e como ja esperado incrível atuação de Moretz, os personagens secundários escolhidos de uma forma levemente cômica se encaixando principalmente no ""tom"" do filme , alem da grande atuação de Christopher Lee que mostra exatamente como se sentiria na situação do personagem, ae expressando do melhor jeito que deveria .Figurino perfeito, cenário idem,que com eles da para perceber varias ligações, se encaixandonas coisas da época , nas artes e na história, sendo riquíssimo em detalhes que as vezes passam despercebidos . E talvez o melhor 3D de um filme que ja vi, profundidade e alguma sociais levemente saindo da tela mostra que nao é o exagero que faz a perfeição .",9.0,14.0
A Invenção de Hugo Cabret,Eduardo P.,3.5,"O filme é uma homenagem ao cinema. Para qualquer cinéfilo de verdade tem grandes curiosidade e fatos sobre a história do cinema, além de imagens lindas. A história inicial é apenas desculpa para o filme se desenrolar como uma bela homenagem.",98.0,84.0
A Invenção de Hugo Cabret,Júnior S.,5.0,"Um filme doce, vivaz, inteligente, e cativante! De fato uma bela homenagem a sétima arte, o destaque inegável e claro o excepcional uso do 3D. Um elenco bem dirigido e Roteiro absolutamente eficaz, Asa Butterfield e Chloe Moretz estão perfeito nos personagens, com destaque a este primeiro. Martin Scorsese presenteou o cinema durante mais de três décadas, e Hugo é a representação de toda essa dedicação!",269.0,1185.0
